0001001	Dome Real Angle
000410D	ADC POpt Selected
000410E	ADC PIR Selected
000410F	ADC Cs Selected
0004110	ADC NsOpt Selected
0004111	ADC Cs 1st Limit +
0004112	ADC Cs 1st Limit -
0004113	ADC Cs 2nd Limit +
0004114	ADC Cs 2nd Limit -
0004115	ADC Fault
0004116	Rotator-ADC Alarm
0004117	ADC Total Fan Alarm
0004118	ADC Local
0004119	TCSPU1/4(Cs) Fault on FRAD
000411A	ADC Switching Stop
000411B	ADC Cs Safety SW
000411C	ADC Cs Handle SW
000411D	ADC NsOpt Safety SW
000411E	ADC NsOpt Handle SW
000411F	ADC Drive Safety
0004120	ADC Selected
0004121	ADC None Selected
0004122	ADC In
0004123	ADC Out
0004124	ADC Limit Reset
0004125	ADC Drive Ready
0004126	ADC EMER Stop
0004127	ADC MAINT
0004128	ADC EXT CLK Alarm
0004129	ADC Cs DPA Fault
000412A	Switch ADC Local
000412B	Switch ADC Fault
000412C	ADC NsOpt DPA Fault
000412D	TCDPA1(ADC) Fault
000412E	ADC NsOpt 1st Limit +
000412F	ADC NsOpt 1st Limit -
0004130	ADC NsOpt 2nd Limit +
0004131	ADC NsOpt 2nd Limit -
0004132	ADC Data SMPLG Time ANS
0004133	ADC CMD VEL ANS
0004134	ADC Test RDY
0004135	ADC Test
0004136	ADC Test Data Send
0004137	ADC Test Data End
0004138	ADC COML PWR Fault
0004139	ADC Slew Mode
000413A	Switch ADC Cs Selected
000413B	Switch ADC NsOpt Selected
0006001	AG Diaphram Full Open
0006002	AG Diaphram Close
0006003	AG CCD Shutter Open
0006004	AG CCD Shutter Close
0006005	AG Exposure Time
0006006	AG Video Area X
0006007	AG Video Area Y
0006008	AG Video Area Width X
0006009	AG Video Area Width Y
000600A	AG Star Position1 DET Area X
000600B	AG Star Position1 DET Area Y
000600C	AG Star Position1 DET Area Width X
000600D	AG Star Position1 DET Area Width Y
000600E	AG Star Position2 DET Area X
000600F	AG Star Position2 DET Area Y
0006010	AG Star Position2 DET Area Width X
0006011	AG Star Position2 DET Area Width Y
0006012	AG Star Position1 X
0006013	AG Star Position1 Y
0006014	AG Star Position2 X
0006015	AG Star Position2 Y
0006016	AG Lower Limit1
0006017	AG Upper Limit1
0006018	AG Lower Limit2
0006019	AG Upper Limit2
000601A	Guide Star1 Image Size on AG
000601B	Guide Star2 Image Size on AG
000601C	AG Gravity of Center Mode
000601D	AG Bisection Mode
000601E	AG Peak Mode
000601F	AG Binning Pattern
0006020	AG Diaphram Out
0006021	AG Star Position1 Detect Start on AG
0006022	AG Star Position1 Detect Stop on AG
0006023	AG Star Position2 Detect Start on AG
0006024	AG Star Position2 Detect Stop on AG
0006025	AG Data Time on AG
0006026	AG Star Position1 Error X on AG
0006027	AG Star Position1 Error Y on AG
0006028	AG Star Position1 Intensity on AG
0006029	AG Star Position2 Error X on AG
000602A	AG Star Position2 Error Y on AG
000602B	AG Star Position2 Intensity on AG
000602C	AG POpt Selected
000602D	AG PIR Selected
000602E	AG Cs Selected
000602F	AG NsIR Selected
0006030	AG NsOpt Selected
0006031	AG Sky Data Used
0006032	AG Sky Data Not Used
0006033	AG Dark Data Used
0006034	AG Dark Data Not Used
0006035	AG Flat Data Used
0006036	AG Flat Data Not Used
0006037	AG Star1 Image Size Set
0006038	AG Pixcel-Marcsec Change Value
0006039	AG Sky Data Get Start
000603A	AG Flat Data Get Start
000603B	AG Dark Data Get Start
000603C	AG Sky Data Get Stop
000603D	AG Flat Data Get Stop
000603E	AG Dark Data Get Stop
000603F	AG Star Image Size Default Set ANS
0006040	AG Star1 Position Set ANS
0006041	AG Star2 Position Set ANS
0006042	AG Star1 Position Reset ANS
0006043	AG Star2 Position Reset ANS
0006044	AG CCD Limit(Tip-Tilt) Set ANS
0006045	CAL Sky Binning on AG
0006046	CAL Dark Binning on AG
0006047	CAL Flat Binning on AG
0006048	AG Normal Mode
000604A	AG-TWS2 I/F Alarm
000604B	Imageboard-AG I/F Alarm
000604C	AG Test Mode
000604D	AG Test Pattern
000604E	AG Test Result
000604F	AG CCD Temperature
0006050	AG Local
0006051	MLP1-AG I/F Alarm
0006052	AG VME Rack Fan Alarm
0006053	AG ImR Used
0006054	AG Sky Data Exposure Time
0006055	AG Dark Data Exposure Time
0006056	AG Flat Data Exposure Time
0006057	AG CCD AMP Gain High
0006058	AG CCD AMP Gain Low
0006059	AG CCD Clock Speed High
000605A	AG CCD Clock Speed Medium
000605B	AG CCD Clock Speed Low
000605C	AG CCD Exposure Count
000605D	AG Diaphram Open
000605E	AG Data Time Set ANS
000605F	AG Video Area Set ANS
0006060	AG Exposure Time Set ANS
0006061	AG Star Position1 DET Area Set ANS
0006062	AG Star Position2 DET Area Set ANS
0006063	AG CCD Limit1 Set ANS
0006064	AG CCD LimitT2 Set ANS
0006065	AG Star Position1 Set ANS
0006066	AG Star Position2 Set ANS
0006067	AG ImR Not Used
0006068	AG Sky Send For OBS
0006069	AG Sky Send For TWS1
000606A	AG Sky Send For TWS2
000606B	AG Dark Send For OBS
000606C	AG Dark Send For TWS1
000606D	AG Dark Send For TWS2
000606E	AG Flat Send For OBS
000606F	AG Flat Send For TWS1
0006070	AG Flat Send For TWS2
0006071	AG Sky Get End
0006072	AG Camera Idle
0006073	AG Camera Busy
0006074	AG COML PWR FLT DET
0006075	AG TSC FLT IND
0006076	AG Video Output OBS On
0006077	AG Video Output OBS Off
0006078	AG Video Output TWS1 On
0006079	AG Video Output TWS1 Off
000607A	AG Video Output TWS2 On
000607B	AG Video Output TWS2 Off
000607C	AG Camera I/F Alarm
000607D	AG Shutter I/F Alarm
000607E	AG-VGW I/F Alarm
000607F	AG-TWS1 I/F Alarm
0006080	AG OBS Output Interval
0006081	AG TWS1 Output Interval
0006082	AG TWS2 Output Interval
0006083	AG Exposure On
0006084	AG Exposure Off
0006085	AG Dark Get End
0006086	AG Exposure Count Set ANS
0006087	AG OBS Output Interval Set ANS
0006088	AG TWS1 Output Interval Set ANS
0006089	AG TWS2 Output Interval Set ANS
000608A	AG POpt Camera Chiller Alarm
000608B	AG POpt CCD Shutter Motor Alarm
000608C	AG POpt PM Shutter Motor Alarm
000608D	AG POpt Shutter PS Off
000608E	AG Exposure Time(Tip-Tilt)
000608F	AG PIR Camera Chiller Alarm
0006090	AG PIR CCD Shutter Motor Alarm
0006091	AG PIR PM Shutter Motor Alarm
0006092	AG PIR Shutter PS Off
0006093	AG CCD Lower Limit(Tip-Tilt)
0006094	AG Cs Camera Chiller Alarm
0006095	AG Cs CCD Shutter Motor Alarm
0006096	AG Cs PM Shutter Motor Alarm
0006097	AG Cs Shutter PS Off
0006098	AG CCD Upper Limit(Tip-Tilt)
0006099	AG NsOpt Camera Chiller Alarm
000609A	AG NsOpt CCD Shutter Motor Alarm
000609B	AG NsOpt PM Shutter Motor Alarm
000609C	AG NsOpt Shutter PS Off
000609D	AG Image Data Delay Time
000609E	AG NsIR Camera Chiller Alarm
000609F	AG NsIR CCD Shutter Motor Alarm
00060A0	AG NsIR PM Shutter Motor Alarm
00060A1	AG NsIR Shutter PS Off
00060A2	AG Exposure Time(Tip-Tilt) Set ANS
00060A3	AG Star1 Gravity Position X
00060A4	AG Star1 Gravity Position Y
00060A5	AG Star2 Gravity Position X
00060A6	AG Star2 Gravity Position Y
00060A7	AG Flat Get End
00060A8	AG Auto CCD Limit Set On
00060A9	AG Auto CCD Limit Set Off
00060AA	AG Exposure Auto Guide Mode
00060AB	AG Exposure Tip-Tilt Mode
00060AC	AG Reference Offset X
00060AD	AG Reference Offset Y
00060AE	AG Heavy Load Setting Warning
0007001	SV Field Real Position
0007004	SV Field Position Set ANS
0007005	SV Cs Camera Chiller Alarm
0007006	SV Cs Shutter Motor Alarm
0007007	SV Cs Shutter PS On
0007008	SV Cs Shutter PS Off
0007009	SV Shutter Open
000700A	SV Shutter Close
000700B	SV Exposure On
000700C	SV Exposure Off
000700D	SV Binning Pattern
000700E	SV Exposure Time
000700F	SV Exposure Time Set ANS
0007010	SV Filter Selected
0007011	SV Filter Selected ANS
0007012	SV Cs Selected
0007013	SV NsOpt Selected
0007014	SV Normal Mode
0007015	SV Test Mode
0007016	SV Test Pattern
0007017	SV Test Result
0007018	SV CCD Temperature
0007019	SV Exposure Area X
000701A	SV Exposure Area Y
000701B	SV Exposure Area Width X
000701C	SV Exposure Area Width Y
000701D	SV Exposure Area Set ANS
000701E	SV CCD AMP Gain High
000701F	SV CCD AMP Gain Low
0007020	SV Local
0007021	MLP1-SV I/F Alarm
0007022	SV Camera Idle
0007023	SV Camera Busy
0007024	TSC FLT IND
0007025	TSC COMPL PWR FLT DET
0007026	TSC Time Set ANS
0007027	SV VME Rack Fan Alarm
0007028	SV Video Output OBS On
0007029	SV Video Output OBS Off
000702A	SV Video Output TWS1 On
000702B	SV Video Output TWS1 Off
000702C	SV Video Output TWS2 On
000702D	SV Video Output TWS2 Off
000702E	SV NsOpt Camera Chiller Alarm
000702F	SV NsOpt Shutter Motor Alarm
0007030	SV NsOpt Shutter PS On
0007031	SV NsOpt Shutter PS Off
0007032	SV Cs Motor PS On
0007033	SV Cs Motor PS Off
0007034	SV NsOpt Motor PS On
0007035	SV NsOpt Motor PS Off
0007036	Imageboard-SV I/F Alarm
0007038	SV Camera I/F Alarm
0007039	SV Shutter I/F Alarm
000703A	SV-VGW I/F Alarm
000703B	SV-TWS1 I/F Alarm
000703C	SV-TWS2 I/F Alarm
000703D	SV CCD Clock Speed High
000703E	SV CCD Clock Speed Medium
000703F	SV CCD Clock Speed Low
0007040	SV Data Time
0007041	SV OBS Output Interval
0007042	SV TWS1 Output Interval
0007043	SV TWS2 Output Interval
0007044	SV OBS Output Interval Set ANS
0007045	SV TWS1 Output Interval Set ANS
0007046	SV TWS2 Output Interval Set ANS
0007047	SV Field CMD Position ANS
000710A	SV Star Position1 DET Area X
000710B	SV Star Position1 DET Area Y
000710C	SV Star Position1 DET Area Width X
000710D	SV Star Position1 DET Area Width Y
000710E	SV Star Position2 DET Area X
000710F	SV Star Position2 DET Area Y
0007110	SV Star Position2 DET Area Width X
0007111	SV Star Position2 DET Area Width Y
0007112	SV Star Position1 X
0007113	SV Star Position1 Y
0007114	SV Star Position2 X
0007115	SV Star Position2 Y
0007116	SV Lower Limit1
0007117	SV Upper Limit1
0007118	SV Lower Limit2
0007119	SV Upper Limit2
000711A	Guide Star1 Image Size on SV
000711B	Guide Star2 Image Size on SV
000711C	SV Center of Gravity Mode
000711D	SV Bisection Mode
000711E	SV Peak Mode
0007121	SV Star Position1 Detect Start on SV
0007122	SV Star Position1 Detect Stop on SV
0007123	SV Star Position2 Detect Start on SV
0007124	SV Star Position2 Detect Stop on SV
0007126	SV Star Position1 Error X on SV
0007127	SV Star Position1 Error Y on SV
0007128	SV Star Position1 Intensity on SV
0007129	SV Star Position2 Error X on SV
000712A	SV Star Position2 Error Y on SV
000712B	SV Star Position2 Intensity on SV
0007131	SV Sky Data Used
0007132	SV Sky Data Not Used
0007133	SV Dark Data Used
0007134	SV Dark Data Not Used
0007135	SV Flat Data Used
0007136	SV Flat Data Not Used
0007137	SV Star Image Size Set
0007138	SV Pixcel-Marcsec Change Value
0007139	SV Sky Data Get Start
000713A	SV Flat Data Get Start
000713B	SV Dark Data Get Start
000713C	SV Sky Data Get Stop
000713D	SV Flat Data Get Stop
000713E	SV Dark Data Get Stop
000713F	SV Star Image Size Default Set ANS
0007140	SV Star1 Position Set ANS
0007141	SV Star2 Position Set ANS
0007142	SV Star1 Position Reset ANS
0007143	SV Star2 Position Reset ANS
0007145	CAL Sky Binning on SV
0007146	CAL Dark Binning on SV
0007147	CAL Flat Binning on SV
0007153	SV ImR Used
0007154	SV Sky Data Exposure Time
0007155	SV Dark Data Exposure Time
0007156	SV Flat Data Exposure Time
000715C	SV CCD Exposure Count
0007161	SV Star Position1 DET Area Set ANS
0007162	SV Star Position2 DET Area Set ANS
0007163	SV CCD Limit1 Set ANS
0007164	SV CCD Limit2 Set ANS
0007165	SV Star Position1 Set ANS
0007166	SV Star Position2 Set ANS
0007167	SV ImR Not Used
0007168	SV Sky Send For OBS
0007169	SV Sky Send For TWS1
000716A	SV Sky Send For TWS2
000716B	SV Dark Send For OBS
000716C	SV Dark Send For TWS1
000716D	SV Dark Send For TWS2
000716E	SV Flat Send For OBS
000716F	SV Flat Send For TWS1
0007170	SV Flat Send For TWS2
0007171	SV Sky Get End
0007185	SV Dark Get End
0007186	SV Exposure Count Set ANS
00071A3	SV Star1 Gravity Position X
00071A4	SV Star1 Gravity Position Y
00071A5	SV Star2 Gravity Position X
00071A6	SV Star2 Gravity Position Y
00071A7	SV Flat Get End
00071A8	SV Image Data Delay Time
00071A9	SV Auto CCD Limit Set On
00071AA	SV Auto CCD Limit Set Off
00071AB	SV Heavy Load Setting Warning
00071AC	SV Slit Guide Mode
00071AD	SV Slit Position X
00071AE	SV Slit Position Y
00071AF	SV Slit Direction
00071B0	SV Slit Width
00071B1	SV Star1 Image Size CMD ANS
00071B2	SV Slit Position X Set ANS
00071B3	SV Slit Position Y Set ANS
00071B4	SV Slit Direction Set ANS
00071B5	SV Slit Width Set ANS
0008001	AO Gravity Error X
0008002	AO Gravity Error Y
0008003	AO Intensity
0008004	AO R Position
0008005	AO Angle
0008006	AO Image Size
0008007	AO Fault
0009001	SH CCD AMP Gain High
0009002	SH CCD AMP Gain Low
0009003	SH Normal Mode
0009004	SH Test Mode
0009005	SH Test Pattern
0009006	SH Test Result
0009007	SH POpt Selected
0009008	SH PIR Selected
0009009	SH Cs Selected
000900A	SH NsIR Selected
000900B	SH NsOpt Selected
000900C	SH Exposure Count
000900D	SH Exposure Time
000900E	SH Exposure On
000900F	SH Exposure Off
0009010	SH CCD Lower Limit
0009011	SH CCD Upper Limit
0009012	SH POpt Shutter PS On
0009013	SH POpt Shutter PS Off
0009014	SH Sky Data Used
0009015	SH Sky Data Not Used
0009016	SH Dark Data Used
0009017	SH Dark Data Not Used
0009018	SH Test On
0009019	SH Test Off
000901A	SH Sky Data Start
000901B	SH Sky Data Stop
000901C	SH Dark Data Start
000901D	SH Dark Data Stop
000901E	SH Sky Exposure Time
000901F	SH Dark Exposure Time
0009021	SH Sky Binning Pattern
0009022	SH Dark Binning Pattern
0009024	SH Paring Data Send REQ
0009025	SH VME Rack Fan Alarm
0009026	SH COML PWR FLT DET
0009027	SH TSC FLT IND
0009028	SH REF Shutter Open
0009029	SH REF Shutter Close
000902A	SH CCD Shutter Open
000902B	SH CCD Shutter Close
000902C	SH PIR Shutter PS On
000902D	SH PIR Shutter PS Off
000902E	SH REF I
000902F	SH REF V
0009030	SH CCD Temperature
0009031	SH REF Position Detected Start
0009032	SH REF Position Detected Stop
0009033	SH Local
0009034	MLP2-SH I/F Alarm
0009035	SH Camera Idle
0009036	SH Camera Busy
0009037	SH Spot Number
0009038	SH Auto Pairing ANS
0009039	SH Pairing Data Set ANS
000903A	SH REF Position Send REQ ANS
000903E	SH CCD Limit Set ANS
000903F	SH REF Lamp V Set ANS
0009040	SH Exposure Time Set ANS
0009041	SH Binning Pattern
0009042	SH Video Out OBS On
0009043	SH Video Out OBS Off
0009044	SH Video Out TWS1 On
0009045	SH Video Out TWS1 Off
0009046	SH Video Out TWS2 On
0009047	SH Video Out TWS2 Off
0009048	AG/SH Drive RX Error
0009049	AG/SH Drive RY Error
000904A	SH CCD Gravity Error X
000904B	SH Sky Send For OBS
000904C	SH Sky Send For TWS1
000904D	SH Sky Send For TWS2
000904E	SH Dark Send For OBS
000904F	SH Dark Send For TWS1
0009050	SH Dark Send For TWS2
0009051	SH CCD Gravity Error Y
0009052	SH CCD Gravity I
0009054	SH Exposure Count Set ANS
000905F	SH OBS Output Interval
0009060	SH TWS1 Output Interval
0009061	SH TWS2 Output Interval
0009062	SH OBS Output Interval Set ANS
0009063	SH TWS1 Output Interval Set ANS
0009064	SH TWS2 Output Interval Set ANS
0009065	SH Camera I/F Alarm
0009066	SH Shutter I/F Alarm
0009067	SH-VGW I/F Alarm
0009068	SH-TWS1 I/F Alarm
0009069	SH-TWS2 I/F Alarm
000906A	Imageboard-SH Alarm
000906C	SH POpt Camera Chiller Alarm
000906D	SH POpt CCD Shutter Motor Alarm
000906E	SH POpt REF Shutter Motor Alarm
000906F	SH POpt Shutter PS Alarm
0009070	SH POpt REF PS Alarm
0009071	SH POpt REF Light On
0009072	SH POpt REF Light Off
0009073	SH PIR Camera Chiller Alarm
0009074	SH PIR CCD Shutter Motor Alarm
0009075	SH PIR REF Shutter Motor Alarm
0009076	SH PIR Shutter PS Alarm
0009077	SH PIR REF PS Alarm
0009078	SH PIR REF Light On
0009079	SH PIR REF Light Off
000907A	SH Cs Camera Chiller Alarm
000907B	SH Cs CCD Shutter Motor Alarm
000907C	SH Cs REF Shutter Motor Alarm
000907D	SH Cs Shutter PS Alarm
000907E	SH Cs REF PS Alarm
000907F	SH Cs REF Light On
0009080	SH Cs REF Light Off
0009081	SH NsOpt Camera Chiller Alarm
0009082	SH NsOpt CCD Shutter Motor Alarm
0009083	SH NsOpt REF Shutter Motor Alarm
0009084	SH NsOpt Shutter PS Alarm
0009085	SH NsOpt REF PS Alarm
0009086	SH NsOpt REF Light On
0009087	SH NsOpt REF Light Off
0009088	SH NsIR Camera Chiller Alarm
0009089	SH NsIR CCD Shutter Motor Alarm
000908A	SH NsIR REF Shutter Motor Alarm
000908B	SH NsIR Shutter PS Alarm
000908C	SH NsIR REF PS Alarm
000908D	SH NsIR REF Light On
000908E	SH NsIR REF Light Off
000908F	SH Cs Shutter PS On
0009090	SH Cs Shutter PS Off
0009091	SH NsIR Shutter PS On
0009092	SH NsIR Shutter PS Off
0009093	SH NsOpt Shutter PS On
0009094	SH NsOpt Shutter PS Off
0009096	SH Data Time Set ANS
0009097	ImR Used
0009098	ImR Not Used
0009099	AG/SH Drive RX Error Set ANS
000909A	AG/SH Drive RY Error Set ANS
000909C	SH Background Subtraction Yes
000909D	SH Background Subtraction No
000909E	Spot Calculation SH
000909F	Spot Calculation VGW
000A001	Heat Exh Fan On
000A002	Heat Exh Fan Off
000A003	Heat Exh Damper Circulate Mode
000A004	Heat Exh Damper Exhaust Mode
000A005	Heat Exh Defrost On
000A006	Heat Exh Defrost Off
000A007	Heat Exh Defrost Auto
000A008	Heat Exh Coolant Circulation On
000A009	Heat Exh Coolant Circulation Off
000A00A	Heat Exh(IR Mirror) Alarm
000A00B	Heat Exh(Opt Mirror) Alarm
000A00C	Heat Exh Defrost Heater On
000A00D	Heat Exh Defrost Heater Off
000A00E	Heat Exh Local
000A00F	Heat Exh Fan Speed High
000A010	Heat Exh Fan Speed Low
000A011	Heat Exh Coolant Auto
000A012	MLP3-Heat Exh(Mirror) Alarm
000B001	Opt Elevator Cassegrain FL
000B002	Opt Elevator Nasmyth FL
000B003	Opt Elevator Tertiary FL
000B004	IR Elevator Cassegrain FL
000B005	IR Elevator Nasmyth FL
000B007	Opt Elevator Top Unit FL
000B009	Vent FL IR Outside/Vent Room DR
000B00A	Vent FL Opt Outside/Vent Room DR
000B00B	Cs FL IR Walk/Rear V1 DR
000B00C	Cs FL IR Side V B1/Cryogenic DR
000B00D	Cs FL IR TLSCP/Side V B1 DR
000B00E	Cs FL IR TLSCP/Under Stairwell DR
000B00F	Cs FL IR TLSCP/Air Handling DR
000B010	Cs FL IR Outside/Heat Lock DR
000B011	Cs FL IR Heat Lock/TLSCP Mount DR
000B012	Cs FL IR TLSCP/Chiller DR
000B013	Cs FL IR TLSCP/Side V A1 DR
000B014	Cs FL IR TLSCP/OBSV EQPT DR
000B015	Cs FL Opt TLSCP/OBSV EQPT DR
000B016	Cs FL Opt TLSCP/Side V D1 DR
000B017	Cs FL Opt TLSCP/Chiller DR
000B018	Cs FL Opt Heat Lock/TLSCP Mount DR
000B019	Cs FL Opt Outside/Heat Lock DR
000B01A	Cs FL Opt TLSCP/Air Handling DR
000B01B	Cs FL Opt TLSCP/Under Stairwell DR
000B01C	Cs FL Opt TLSCP/Side V C1 DR
000B01D	Cs FL Opt Side V C1 Cryogenic DR
000B01E	Cs FL Opt R Walk/Rear V1 DR
000B01F	Ns FL IR R Walk/Rear V2 DR
000B020	Ns FL IR Walk/R Walk DR
000B021	Ns FL IR Side V B2/R Walk DR
000B022	Ns FL IR Side V B2/Stairwell DR
000B023	Ns FL IR Side V A2/ELEV Room DR
000B024	Ns FL IR Side V A2/ACS Walk DR
000B025	Ns FL Opt Side V D2/ACS Walk DR
000B026	Ns FL Opt Side V D2/ELEV Room DR
000B027	Ns FL Opt Side V C2/Stairwell DR
000B028	Ns FL Opt Side V C2/Walk DR
000B029	Ns FL Opt Walk/R Walk DR
000B02A	Ns FL Opt REAR Walk/Vent R2 DR
000B02B	TER FL IR Rear Walk/Rear V3 DR
000B02C	TER FL IR ACS Walk/R Walk DR
000B02D	TER FL IR Side V B3/ACS Walk DR
000B02E	TER FL IR Walk/Side V B3 DR
000B02F	TER FL IR Walk/ELEV Motor DR
000B030	TER FL IR Walk/Seide V A3 DR
000B031	TER FL Opt Walk/Side V D3 DR
000B032	TER FL Opt Walk/Stairwell DR
000B033	TER FL Opt Walk/Side V C3 DR
000B034	TER FL Side V C3/ACS Walk DR
000B035	TER FL Opt ACS Walk/Rear Walk DR
000B036	TER FL Opt R Walk/Rear V3 DR
000B037	TUE FL IR R Walk/Rear V3 DR
000B038	TUE FL IR ACS Walk/R Walk DR
000B039	TUE FL IR Side V B4/ACS Walk DR
000B03A	TUE FL IR Walk/Side V B4 DR
000B03B	TUE FL IR TLSCP/Walk DR
000B03C	TUE FL IR Walk/Side V A4 DR
000B03D	TUE FL IR ACS Walk/Side V A4 DR
000B03E	TUE FL IR TLSCP/ACS Walk DR
000B03F	TUE FL Opt TLSCP/ACS Walk DR
000B040	TUE FL Opt ACS Walk/Side V D4 DR
000B041	TUE FL Opt Walk/Side V D4 DR
000B042	TUE FL Opt TLSCP/Walk DR1
000B043	TUE FL Opt TLSCP/Walk DR2
000B044	TUE FL Opt TLSCP/EXCH DR
000B045	TUE FL Opt Walk/Side V C4 DR
000B046	TUE FL Opt Side V C4/ACS Walk DR
000B047	TUE FL Opt ACS Walk/R Walk DR
000B048	TUE FL Opt R Walk/Rear V4 DR
000B049	Crane FL IR Walk/EXIT Ladder DR
000B04A	Crane FL IR Walk/CANTRY Walk DR
000B04B	Crane FL Opt Walk/CANTRY Walk DR
000B04C	Crane FL Opt ELEV PLATF/Motor DR
000B04D	Crane FL Opt Walk/ELEV Motor DR
000B04E	Crane FL Opt Walk/Stairwell DR
000B04F	IR Roof/Upper PLATF DR
000B050	Opt Roof/Upper PLATF DR
000B051	TUE Inhibit
000B052	TUE Drive Enable Interlock Release
000B053	TUE Mode Selection1
000B054	TUE Mode Selection2
000B055	WMON(Dome) Sensor PS On
000B056	WMON(Dome) Data Logger Alarm
000B057	WMON(TLSCP) Sensor PS On
000B058	WMON(Dome) Sensor REMOTE Scan Alarm
000B059	TUE Clamp On
000B05A	TUE Clamp Off
000B05B	TUE Clamp Up Limit
000B05C	TUE Clamp Down Limit
000B05D	TUE Pin In
000B05E	TUE Pin OUT
000B05F	TUE Pin Inner Limit
000B060	TUE Pin Outer Limit
000B061	TUE Hand Clamp On
000B062	TUE Hand Clamp Out
000B063	TUE Hand/Unit Connect On
000B064	TUE Hand/Unit Connect Off
000B065	TUEEL Y1 Drive Up Limit
000B066	TUEEL Y2 Drive Up Limit
000B067	TUEEL X DRIVE Up Limit
000B068	TUEUL Y Precision Drive Up Limit
000B069	TUEUL Angle Drive Up Limit
000B06A	TUEUL Z(Up) Drive Up Limit
000B06B	TUEUL Z(Down) Drive Up Limit
000B06C	TUEUL Handle1 Drive Up Limit
000B06D	TUEUL Handle2 Drive Up Limit
000B06E	TUEUL Handle3 Drive Up Limit
000B06F	TUEUS Angle Drive Up Limit
000B070	TUEUT Y(Up) Drive Up Limit
000B071	TUEUT Y(Down) Drive Up Limit
000B072	TUEUT Angle Drive Up Limit
000B073	TUEUT Z Drive Up Limit
000B074	TUEUL Y1 Drive Down Limit
000B075	TUEUL Y2 Drive Down Limit
000B076	TUEUL X Drive Down Limit
000B077	TUEUL Y Precision Drive Down Limit
000B078	TUEUL Angle Drive Down Limit
000B079	TUEUL Z(Up) Drive Down Limit
000B07A	TUEUL Z(Down) Drive Down Limit
000B07B	TUEUL Handle1 Drive Down Limit
000B07C	TUEUL Handle2 Drive Down Limit
000B07D	TUEUL Handle3 Drive Down Limit
000B07E	TUEUS Angle Drive Down Limit
000B07F	TUEUT Y(Up) Drive Down Limit
000B080	TUEUT Y(Down) Drive Down Limit
000B081	TUEUT Angle Drive Down Limit
000B082	TUEUT Z Drive Down Limit
000B083	TUEUS Unit1 In
000B084	TUEUS Unit2 In
000B085	TUEUS Unit3 In
000B086	TUEUS Unit4 In
000B087	TUEUS Unit5 In
000B088	TUEUS Unit6 In
000B089	TUEUS Unit7 In
000B08A	TUEUS Position1 Selected
000B08B	TUEUS Position2 Selected
000B08C	TUEUS Position3 Selected
000B08D	TUEUS Position4 Selected
000B08E	TUEUS Position5 Selected
000B08F	TUEUS Position6 Selected
000B090	TUEUS Position7 Selected
000B091	TUE PRESET Position1
000B092	TUE PS Alarm
000B093	TUE Logic Fault
000B094	TUE Step1 Complete
000B095	MCP1 Fan Alarm
000B096	MCP1 DC+12V Alarm
000B097	MCP1 DC+24V Alarm
000B098	MCP2 Fuse Alarm
000B099	MLP3-MCP1 Alarm
000B09A	TUE Step2 Complete
000B09B	TUE Step3 Complete
000B09C	TUE Step4 Complete
000B09D	TUE Step5 Complete
000B09E	TUE Step6 Complete
000B09F	TUE Step7 Complete
000B0A0	TUE Power Off
000B0A1	TUE Fault
000B0A2	Dome CT2 Alarm
000B0A3	Telescope CT2 Alarm
000B0A4	Light On
000B0A5	Yoke Floor Light On
000B0A6	Opt Pratform Light On
000B0A7	IR Pratform Light On
000B0A8	Opt Room Light On
000B0A9	IR Room Light On
000B0AA	Opt Front Room Front Side Door Open
000B0AB	Opt Front Room Side Door Open
000B0AC	Opt Room Front Side Door Open
000B0AD	Opt Room Rear Side Door Open
000B0AE	Opt CONT Room Rear Side Door Open
000B0AF	Opt CONT Room Side Door Open
000B0B0	IR CONT Room Front Door Open
000B0B1	IR CONT Room Side Door Open
000B0B2	Cs MAINT NsOpt Side Door Open
000B0B3	IDF82 MAINT Door Open
